log_id,user_id,ab_group,is_applied,sent_at
log_725,user_528,B,1,2023-11-17
log_726,user_529,A,0,2023-10-26
log_727,user_530,Control,0,2023-10-26
log_728,user_531,B,0,2023-10-26
log_729,user_531,B,1,2023-11-06
log_730,user_532,A,0,2023-10-26
log_731,user_533,B,1,2023-10-26
log_732,user_534,Control,0,2023-10-26
log_733,user_535,B,0,2023-10-26
log_734,user_536,A,0,2023-10-26
log_735,user_537,B,0,2023-10-26
log_736,user_538,A,0,2023-10-26
log_737,user_539,A,0,2023-10-26
log_738,user_540,Control,0,2023-10-26
log_739,user_540,Control,1,2023-11-08
log_740,user_541,Control,0,2023-10-26
log_741,user_542,A,1,2023-10-26
log_742,user_543,A,0,2023-10-26
log_743,user_544,Control,0,2023-10-26
log_744,user_544,Control,1,2023-11-19
log_745,user_545,A,0,2023-10-26
log_746,user_546,Control,0,2023-10-26
log_747,user_547,B,0,2023-10-26
log_748,user_547,B,1,2023-10-31
log_749,user_547,B,1,2023-11-04
log_750,user_548,B,0,2023-10-26
log_751,user_548,B,1,2023-11-03
log_752,user_549,B,0,2023-10-26
log_753,user_550,B,0,2023-10-26
log_754,user_551,Control,0,2023-10-26
log_755,user_552,Control,0,2023-10-26
log_756,user_553,Control,0,2023-10-26
log_757,user_554,B,0,2023-10-26
log_758,user_555,Control,0,2023-10-26
log_759,user_556,B,0,2023-10-26
log_760,user_556,B,1,2023-11-17
log_761,user_557,B,0,2023-10-26
log_762,user_557,B,1,2023-10-29
log_763,user_557,B,1,2023-11-22
log_764,user_558,B,0,2023-10-26
log_765,user_558,B,1,2023-10-29
log_766,user_558,B,1,2023-11-07
log_767,user_558,B,1,2023-11-23
log_768,user_559,A,0,2023-10-26
log_769,user_560,A,1,2023-10-26
log_770,user_561,A,0,2023-10-26
log_771,user_561,A,1,2023-11-05
log_772,user_562,Control,0,2023-10-26
log_773,user_563,Control,0,2023-10-26
log_774,user_563,Control,1,2023-11-09
log_775,user_564,B,0,2023-10-26
log_776,user_564,B,1,2023-10-27
log_777,user_564,B,1,2023-11-03
log_778,user_565,A,0,2023-10-26
log_779,user_566,Control,0,2023-10-26
log_780,user_567,Control,0,2023-10-26
log_781,user_567,Control,1,2023-11-09
log_782,user_568,A,0,2023-10-26
log_783,user_568,A,1,2023-11-18
log_784,user_569,B,0,2023-10-26
log_785,user_570,A,0,2023-10-26
log_786,user_571,A,0,2023-10-26
log_787,user_572,Control,0,2023-10-26
log_788,user_572,Control,1,2023-11-18
log_789,user_573,Control,0,2023-10-26
log_790,user_574,A,0,2023-10-26
log_791,user_575,A,0,2023-10-26
log_792,user_576,A,0,2023-10-26
log_793,user_576,A,1,2023-11-17
log_794,user_577,A,0,2023-10-26
log_795,user_577,A,1,2023-11-22
log_796,user_578,B,0,2023-10-26
log_797,user_579,A,0,2023-10-26
log_798,user_580,A,0,2023-10-26
log_799,user_581,B,0,2023-10-26
log_800,user_581,B,1,2023-11-09
log_801,user_582,Control,0,2023-10-26
log_802,user_583,A,0,2023-10-26
log_803,user_583,A,1,2023-11-20
log_804,user_584,A,0,2023-10-26
log_805,user_585,B,0,2023-10-26
log_806,user_585,B,1,2023-10-27
log_807,user_585,B,1,2023-11-08
log_808,user_585,B,1,2023-11-23
log_809,user_586,Control,0,2023-10-26
log_810,user_587,A,0,2023-10-26
log_811,user_588,A,0,2023-10-26
log_812,user_589,Control,0,2023-10-26
log_813,user_589,Control,1,2023-11-17
log_814,user_590,Control,0,2023-10-26
log_815,user_591,B,0,2023-10-26
log_816,user_591,B,1,2023-10-28
log_817,user_592,Control,0,2023-10-26
log_818,user_593,Control,0,2023-10-26
log_819,user_594,B,0,2023-10-26
log_820,user_595,B,0,2023-10-26
log_821,user_595,B,1,2023-11-23
log_822,user_596,B,0,2023-10-26
log_823,user_597,A,0,2023-10-26
log_824,user_598,A,0,2023-10-26
log_825,user_598,A,1,2023-10-30
log_826,user_599,Control,0,2023-10-26
log_827,user_600,B,1,2023-10-26
log_828,user_600,B,1,2023-11-08
log_829,user_601,B,1,2023-10-26
log_830,user_601,B,1,2023-11-06
log_831,user_602,Control,0,2023-10-26
log_832,user_603,Control,0,2023-10-26
log_833,user_604,B,0,2023-10-26
log_834,user_605,B,0,2023-10-26
log_835,user_606,Control,0,2023-10-26
log_836,user_606,Control,1,2023-11-19
log_837,user_607,Control,0,2023-10-26
log_838,user_608,Control,0,2023-10-26
log_839,user_609,B,0,2023-10-26
log_840,user_609,B,1,2023-11-23
log_841,user_610,Control,0,2023-10-26
log_842,user_611,B,0,2023-10-26
log_843,user_612,Control,0,2023-10-26
log_844,user_613,Control,0,2023-10-26
log_845,user_614,B,0,2023-10-26
log_846,user_614,B,1,2023-11-23
log_847,user_615,A,0,2023-10-26
log_848,user_616,Control,0,2023-10-26
log_849,user_617,Control,0,2023-10-26
log_850,user_617,Control,1,2023-10-31
log_851,user_618,B,0,2023-10-26
log_852,user_619,A,0,2023-10-26
log_853,user_619,A,1,2023-11-07
log_854,user_620,Control,0,2023-10-26
log_855,user_621,Control,0,2023-10-26
log_856,user_622,B,1,2023-10-26
log_857,user_622,B,1,2023-11-02
log_858,user_623,B,0,2023-10-26
log_859,user_624,Control,0,2023-10-26
log_860,user_625,B,0,2023-10-26
log_861,user_626,A,0,2023-10-26
log_862,user_626,A,1,2023-11-02
log_863,user_627,Control,0,2023-10-26
log_864,user_628,A,0,2023-10-26
log_865,user_628,A,1,2023-11-01
log_866,user_629,B,0,2023-10-26
log_867,user_629,B,1,2023-11-01
log_868,user_630,B,1,2023-10-26
log_869,user_631,Control,0,2023-10-26
log_870,user_632,A,0,2023-10-26
log_871,user_633,Control,0,2023-10-26
log_872,user_634,B,0,2023-10-26
log_873,user_635,B,0,2023-10-26
log_874,user_635,B,1,2023-11-18
log_875,user_636,B,0,2023-10-26
log_876,user_636,B,1,2023-11-06
log_877,user_637,Control,0,2023-10-26
log_878,user_638,Control,0,2023-10-26
log_879,user_639,A,0,2023-10-26
log_880,user_640,A,0,2023-10-26
log_881,user_640,A,1,2023-11-23
log_882,user_641,Control,0,2023-10-26
log_883,user_642,Control,0,2023-10-26
log_884,user_643,B,0,2023-10-26
log_885,user_644,A,0,2023-10-26
log_886,user_645,Control,0,2023-10-26
log_887,user_646,Control,0,2023-10-26
log_888,user_646,Control,1,2023-11-21
log_889,user_647,A,0,2023-10-26
log_890,user_648,Control,0,2023-10-26
log_891,user_649,Control,0,2023-10-26
log_892,user_650,A,0,2023-10-26
log_893,user_651,B,1,2023-10-26
log_894,user_652,Control,0,2023-10-26
log_895,user_653,B,0,2023-10-26
log_896,user_653,B,1,2023-11-07
log_897,user_654,A,0,2023-10-26
log_898,user_654,A,1,2023-11-02
log_899,user_655,A,0,2023-10-26
log_900,user_656,Control,0,2023-10-26
log_901,user_657,A,0,2023-10-26
log_902,user_658,B,1,2023-10-26
log_903,user_658,B,1,2023-11-23
log_904,user_659,Control,0,2023-10-26
log_905,user_660,A,0,2023-10-26
log_906,user_661,A,0,2023-10-26
log_907,user_662,Control,1,2023-10-26
log_908,user_663,A,0,2023-10-26
log_909,user_663,A,1,2023-11-23
log_910,user_664,B,0,2023-10-26
log_911,user_664,B,1,2023-11-22
log_912,user_665,Control,0,2023-10-26
log_913,user_666,A,0,2023-10-26
log_914,user_667,Control,0,2023-10-26
log_915,user_668,Control,0,2023-10-26
log_916,user_669,A,0,2023-10-26
log_917,user_670,A,0,2023-10-26
log_918,user_671,A,0,2023-10-26
log_919,user_672,A,0,2023-10-26
log_920,user_672,A,1,2023-10-30
log_921,user_673,A,0,2023-10-26
log_922,user_674,B,0,2023-10-26
log_923,user_675,B,1,2023-10-26
log_924,user_675,B,1,2023-11-02
log_925,user_676,Control,0,2023-10-26
log_926,user_676,Control,1,2023-11-03
log_927,user_677,A,0,2023-10-26
log_928,user_677,A,1,2023-11-21
log_929,user_678,A,0,2023-10-26
log_930,user_679,Control,0,2023-10-26
log_931,user_680,A,0,2023-10-26
log_932,user_681,B,0,2023-10-26
log_933,user_682,B,0,2023-10-26
log_934,user_682,B,1,2023-11-04
log_935,user_682,B,1,2023-11-21
log_936,user_683,A,0,2023-10-26
log_937,user_684,B,0,2023-10-26
log_938,user_684,B,1,2023-11-09
log_939,user_684,B,1,2023-11-17
log_940,user_685,B,0,2023-10-26
log_941,user_685,B,1,2023-11-18
log_942,user_686,Control,0,2023-10-26
log_943,user_687,A,0,2023-10-26
log_944,user_688,B,0,2023-10-26
log_945,user_689,B,0,2023-10-26
log_946,user_689,B,1,2023-10-30
log_947,user_689,B,1,2023-11-19
log_948,user_690,B,0,2023-10-26
log_949,user_691,B,0,2023-10-26
log_950,user_692,B,0,2023-10-26
log_951,user_693,A,0,2023-10-26
log_952,user_694,A,0,2023-10-26
log_953,user_695,Control,0,2023-10-26
log_954,user_696,Control,0,2023-10-26
log_955,user_697,Control,0,2023-10-26
log_956,user_698,A,0,2023-10-26
log_957,user_699,B,0,2023-10-26
log_958,user_700,B,0,2023-10-26
log_959,user_701,A,0,2023-10-26
log_960,user_702,Control,0,2023-10-26
log_961,user_702,Control,1,2023-10-30
log_962,user_703,A,0,2023-10-26
log_963,user_704,B,0,2023-10-26
log_964,user_705,A,0,2023-10-26
log_965,user_706,Control,0,2023-10-26
log_966,user_707,Control,0,2023-10-26
log_967,user_708,B,1,2023-10-26
log_968,user_708,B,1,2023-11-19
log_969,user_709,Control,0,2023-10-26
log_970,user_710,Control,0,2023-10-26
log_971,user_711,A,0,2023-10-26
log_972,user_712,Control,0,2023-10-26
log_973,user_713,B,0,2023-10-26
log_974,user_714,Control,0,2023-10-26
log_975,user_714,Control,1,2023-10-31
log_976,user_715,B,0,2023-10-26
log_977,user_715,B,1,2023-11-02
log_978,user_716,B,0,2023-10-26
log_979,user_716,B,1,2023-10-28
log_980,user_717,B,0,2023-10-26
log_981,user_717,B,1,2023-10-27
log_982,user_717,B,1,2023-11-19
log_983,user_718,Control,0,2023-10-26
log_984,user_719,Control,0,2023-10-26
log_985,user_720,A,0,2023-10-26
log_986,user_721,B,0,2023-10-26
log_987,user_721,B,1,2023-11-17
log_988,user_722,Control,0,2023-10-26
log_989,user_723,A,0,2023-10-26
log_990,user_724,Control,0,2023-10-26
log_991,user_725,Control,0,2023-10-26
log_992,user_726,Control,0,2023-10-26
log_993,user_727,B,0,2023-10-26
log_994,user_728,B,0,2023-10-26
log_995,user_729,A,1,2023-10-26
log_996,user_730,A,0,2023-10-26
log_997,user_730,A,1,2023-11-17
log_998,user_731,B,0,2023-10-26
log_999,user_732,B,0,2023-10-26
log_1000,user_732,B,1,2023-11-20
log_1001,user_733,B,1,2023-10-26
log_1002,user_734,A,0,2023-10-26
log_1003,user_735,A,0,2023-10-26
log_1004,user_735,A,1,2023-11-20
log_1005,user_736,Control,0,2023-10-26
log_1006,user_736,Control,1,2023-10-31
log_1007,user_737,Control,0,2023-10-26
log_1008,user_738,B,0,2023-10-26
log_1009,user_738,B,1,2023-11-18
log_1010,user_739,Control,0,2023-10-26
log_1011,user_740,Control,0,2023-10-26
log_1012,user_740,Control,1,2023-11-03
log_1013,user_741,Control,0,2023-10-26
log_1014,user_742,Control,0,2023-10-26
log_1015,user_743,A,0,2023-10-26
log_1016,user_743,A,1,2023-11-07
log_1017,user_744,Control,0,2023-10-26
log_1018,user_744,Control,1,2023-10-28
log_1019,user_745,Control,0,2023-10-26
log_1020,user_746,B,1,2023-10-26
log_1021,user_746,B,1,2023-11-03
log_1022,user_746,B,1,2023-11-21
log_1023,user_747,Control,0,2023-10-26
log_1024,user_748,A,0,2023-10-26
log_1025,user_749,A,0,2023-10-26
log_1026,user_750,A,0,2023-10-26
log_1027,user_751,Control,0,2023-10-26
log_1028,user_752,A,0,2023-10-26
log_1029,user_753,Control,0,2023-10-26
log_1030,user_754,B,0,2023-10-26
log_1031,user_755,B,0,2023-10-26
log_1032,user_755,B,1,2023-11-05
log_1033,user_755,B,1,2023-11-21
log_1034,user_756,Control,0,2023-10-26
log_1035,user_757,A,0,2023-10-26
log_1036,user_758,B,0,2023-10-26
log_1037,user_758,B,1,2023-11-19
log_1038,user_759,B,1,2023-10-26
log_1039,user_759,B,1,2023-11-02
log_1040,user_759,B,1,2023-11-08
log_1041,user_760,Control,0,2023-10-26
log_1042,user_761,Control,0,2023-10-26
log_1043,user_762,Control,0,2023-10-26
log_1044,user_763,B,0,2023-10-26
log_1045,user_763,B,1,2023-11-17
log_1046,user_764,A,0,2023-10-26
log_1047,user_764,A,1,2023-10-29
log_1048,user_765,Control,0,2023-10-26
log_1049,user_766,Control,0,2023-10-26
log_1050,user_767,Control,0,2023-10-26
log_1051,user_767,Control,1,2023-11-02
log_1052,user_768,Control,0,2023-10-26
log_1053,user_769,Control,0,2023-10-26
log_1054,user_770,A,0,2023-10-26
log_1055,user_771,B,0,2023-10-26
log_1056,user_772,B,1,2023-10-26
log_1057,user_772,B,1,2023-11-09
log_1058,user_773,B,1,2023-10-26
log_1059,user_774,B,0,2023-10-26
log_1060,user_775,B,0,2023-10-26
log_1061,user_775,B,1,2023-11-04
log_1062,user_776,B,0,2023-10-26
log_1063,user_777,Control,0,2023-10-26
log_1064,user_777,Control,1,2023-11-21
log_1065,user_778,Control,0,2023-10-26
log_1066,user_779,Control,0,2023-10-26
log_1067,user_780,A,0,2023-10-26
log_1068,user_780,A,1,2023-10-30
log_1069,user_780,A,1,2023-11-19
log_1070,user_781,B,1,2023-10-26
log_1071,user_781,B,1,2023-10-30
log_1072,user_781,B,1,2023-11-23
log_1073,user_782,Control,0,2023-10-26
log_1074,user_782,Control,1,2023-10-29
log_1075,user_783,A,0,2023-10-26
log_1076,user_784,A,0,2023-10-26
log_1077,user_785,Control,0,2023-10-26
log_1078,user_786,B,1,2023-10-26
log_1079,user_786,B,1,2023-11-06
log_1080,user_786,B,1,2023-11-21
log_1081,user_787,B,0,2023-10-26
log_1082,user_787,B,1,2023-11-01
log_1083,user_788,A,0,2023-10-26
log_1084,user_788,A,1,2023-10-30
log_1085,user_789,A,0,2023-10-26
log_1086,user_790,A,0,2023-10-26
log_1087,user_791,Control,0,2023-10-26
log_1088,user_791,Control,1,2023-11-04
log_1089,user_792,Control,0,2023-10-26
log_1090,user_793,B,0,2023-10-26
log_1091,user_793,B,1,2023-10-30
log_1092,user_794,B,1,2023-10-26
log_1093,user_794,B,1,2023-11-02
log_1094,user_795,Control,0,2023-10-26
log_1095,user_796,A,0,2023-10-26
log_1096,user_796,A,1,2023-11-04
log_1097,user_797,Control,0,2023-10-26
log_1098,user_798,Control,0,2023-10-26
log_1099,user_798,Control,1,2023-11-18
log_1100,user_799,Control,0,2023-10-26
log_1101,user_800,A,0,2023-10-26
log_1102,user_800,A,1,2023-10-31
log_1103,user_800,A,1,2023-11-05
log_1104,user_801,B,0,2023-10-26
log_1105,user_801,B,1,2023-11-21
log_1106,user_802,B,0,2023-10-26
log_1107,user_803,Control,0,2023-10-26
log_1108,user_804,B,0,2023-10-26
log_1109,user_804,B,1,2023-11-21
log_1110,user_805,B,0,2023-10-26
log_1111,user_805,B,1,2023-11-02
log_1112,user_806,A,0,2023-10-26
log_1113,user_807,B,0,2023-10-26
log_1114,user_807,B,1,2023-10-29
log_1115,user_808,A,0,2023-10-26
log_1116,user_808,A,1,2023-10-31
log_1117,user_809,Control,0,2023-10-26
log_1118,user_810,B,0,2023-10-26
log_1119,user_811,A,0,2023-10-26
log_1120,user_812,A,0,2023-10-26
log_1121,user_813,A,0,2023-10-26
log_1122,user_814,Control,0,2023-10-26
log_1123,user_815,Control,0,2023-10-26
log_1124,user_816,Control,0,2023-10-26
log_1125,user_817,Control,0,2023-10-26
log_1126,user_818,A,0,2023-10-26
log_1127,user_819,A,0,2023-10-26
log_1128,user_820,A,0,2023-10-26
log_1129,user_821,A,0,2023-10-26
log_1130,user_821,A,1,2023-11-04
log_1131,user_822,A,0,2023-10-26
log_1132,user_823,Control,0,2023-10-26
log_1133,user_823,Control,1,2023-11-01
log_1134,user_824,Control,0,2023-10-26
log_1135,user_825,A,0,2023-10-26
log_1136,user_826,Control,0,2023-10-26
log_1137,user_827,A,0,2023-10-26
log_1138,user_827,A,1,2023-11-19
log_1139,user_828,A,0,2023-10-26
log_1140,user_829,Control,0,2023-10-26
log_1141,user_830,A,0,2023-10-26
log_1142,user_831,A,0,2023-10-26
log_1143,user_831,A,1,2023-11-02
log_1144,user_831,A,1,2023-11-09
log_1145,user_832,Control,0,2023-10-26
log_1146,user_833,B,1,2023-10-26
log_1147,user_834,Control,0,2023-10-26
log_1148,user_835,B,0,2023-10-26
log_1149,user_835,B,1,2023-10-28
log_1150,user_836,A,0,2023-10-26
log_1151,user_837,B,0,2023-10-26
log_1152,user_838,B,1,2023-10-26
log_1153,user_839,A,0,2023-10-26
log_1154,user_840,B,0,2023-10-26
log_1155,user_841,B,0,2023-10-26
log_1156,user_842,Control,0,2023-10-26
log_1157,user_843,B,0,2023-10-26
log_1158,user_844,A,0,2023-10-26
log_1159,user_845,A,0,2023-10-26
log_1160,user_846,Control,0,2023-10-26
log_1161,user_847,A,0,2023-10-26
log_1162,user_847,A,1,2023-10-27
log_1163,user_847,A,1,2023-11-06
log_1164,user_848,B,0,2023-10-26
log_1165,user_849,B,0,2023-10-26
log_1166,user_849,B,1,2023-11-19
log_1167,user_850,A,0,2023-10-26
log_1168,user_850,A,1,2023-11-04
log_1169,user_851,Control,0,2023-10-26
log_1170,user_852,Control,0,2023-10-26
log_1171,user_853,A,0,2023-10-26
log_1172,user_854,Control,0,2023-10-26
log_1173,user_855,A,0,2023-10-26
log_1174,user_856,B,1,2023-10-26
log_1175,user_856,B,1,2023-11-07
log_1176,user_857,B,0,2023-10-26
log_1177,user_858,A,0,2023-10-26
log_1178,user_858,A,1,2023-10-30
log_1179,user_859,Control,0,2023-10-26
log_1180,user_859,Control,1,2023-10-29
log_1181,user_860,A,0,2023-10-26
log_1182,user_861,B,1,2023-10-26
log_1183,user_861,B,1,2023-11-23
log_1184,user_862,A,0,2023-10-26
log_1185,user_863,Control,0,2023-10-26
log_1186,user_864,B,0,2023-10-26
log_1187,user_864,B,1,2023-11-20
log_1188,user_865,A,0,2023-10-26
log_1189,user_866,A,0,2023-10-26
log_1190,user_866,A,1,2023-11-06
log_1191,user_867,B,0,2023-10-26
log_1192,user_868,B,0,2023-10-26
log_1193,user_869,A,0,2023-10-26
log_1194,user_869,A,1,2023-10-29
log_1195,user_870,Control,0,2023-10-26
log_1196,user_871,Control,0,2023-10-26
log_1197,user_872,Control,0,2023-10-26
log_1198,user_873,B,0,2023-10-26
log_1199,user_874,B,0,2023-10-26
log_1200,user_875,B,0,2023-10-26
log_1201,user_875,B,1,2023-11-02
log_1202,user_876,A,0,2023-10-26
log_1203,user_877,Control,0,2023-10-26
log_1204,user_878,B,0,2023-10-26
log_1205,user_879,Control,0,2023-10-26
log_1206,user_880,A,0,2023-10-26
log_1207,user_881,Control,0,2023-10-26
log_1208,user_882,B,0,2023-10-26
log_1209,user_883,A,0,2023-10-26
log_1210,user_884,B,0,2023-10-26
log_1211,user_884,B,1,2023-11-20
log_1212,user_885,B,0,2023-10-26
log_1213,user_885,B,1,2023-10-28
log_1214,user_885,B,1,2023-11-05
log_1215,user_885,B,1,2023-11-22
log_1216,user_886,B,0,2023-10-26
log_1217,user_886,B,1,2023-11-22
log_1218,user_887,B,0,2023-10-26
log_1219,user_888,A,0,2023-10-26
log_1220,user_889,A,0,2023-10-26
log_1221,user_890,Control,0,2023-10-26
log_1222,user_891,Control,0,2023-10-26
log_1223,user_892,A,0,2023-10-26
log_1224,user_893,A,0,2023-10-26
log_1225,user_894,B,0,2023-10-26
log_1226,user_894,B,1,2023-11-08
log_1227,user_895,B,0,2023-10-26
log_1228,user_895,B,1,2023-10-28
log_1229,user_895,B,1,2023-11-03
log_1230,user_896,A,0,2023-10-26
log_1231,user_897,Control,0,2023-10-26
log_1232,user_898,B,0,2023-10-26
log_1233,user_899,A,0,2023-10-26
log_1234,user_899,A,1,2023-11-23
log_1235,user_900,A,0,2023-10-26
log_1236,user_900,A,1,2023-11-01
log_1237,user_901,Control,0,2023-10-26
log_1238,user_902,B,0,2023-10-26
log_1239,user_903,B,0,2023-10-26
log_1240,user_903,B,1,2023-10-27
log_1241,user_903,B,1,2023-11-03
log_1242,user_904,A,0,2023-10-26
log_1243,user_905,Control,0,2023-10-26
log_1244,user_906,A,0,2023-10-26
log_1245,user_907,B,0,2023-10-26
log_1246,user_908,Control,0,2023-10-26
log_1247,user_909,Control,0,2023-10-26
log_1248,user_910,B,0,2023-10-26
log_1249,user_910,B,1,2023-11-19
log_1250,user_911,Control,0,2023-10-26
log_1251,user_912,B,1,2023-10-26
log_1252,user_912,B,1,2023-11-18
log_1253,user_913,B,0,2023-10-26
log_1254,user_913,B,1,2023-11-18
log_1255,user_914,Control,0,2023-10-26
log_1256,user_915,A,0,2023-10-26
log_1257,user_916,B,0,2023-10-26
log_1258,user_916,B,1,2023-11-01
log_1259,user_917,B,0,2023-10-26
log_1260,user_917,B,1,2023-11-02
log_1261,user_918,B,0,2023-10-26
log_1262,user_918,B,1,2023-11-07
log_1263,user_918,B,1,2023-11-18
log_1264,user_919,Control,0,2023-10-26
log_1265,user_920,B,0,2023-10-26
log_1266,user_921,A,1,2023-10-26
log_1267,user_922,A,0,2023-10-26
log_1268,user_923,B,0,2023-10-26
log_1269,user_923,B,1,2023-11-02
log_1270,user_924,B,0,2023-10-26
log_1271,user_924,B,1,2023-11-21
log_1272,user_925,Control,0,2023-10-26
log_1273,user_926,B,0,2023-10-26
log_1274,user_927,Control,0,2023-10-26
log_1275,user_928,B,0,2023-10-26
log_1276,user_929,B,1,2023-10-26
log_1277,user_929,B,1,2023-10-27
log_1278,user_930,B,0,2023-10-26
log_1279,user_931,A,0,2023-10-26
log_1280,user_932,Control,0,2023-10-26
log_1281,user_933,B,1,2023-10-26
log_1282,user_934,B,0,2023-10-26
log_1283,user_934,B,1,2023-11-22
log_1284,user_935,Control,0,2023-10-26
log_1285,user_936,Control,0,2023-10-26
log_1286,user_936,Control,1,2023-11-19
log_1287,user_937,B,0,2023-10-26
log_1288,user_937,B,1,2023-11-03
log_1289,user_937,B,1,2023-11-23
log_1290,user_938,Control,0,2023-10-26
log_1291,user_939,B,0,2023-10-26
log_1292,user_940,A,1,2023-10-26
log_1293,user_940,A,1,2023-11-06
log_1294,user_941,Control,0,2023-10-26
log_1295,user_942,A,0,2023-10-26
log_1296,user_943,Control,0,2023-10-26
log_1297,user_944,Control,0,2023-10-26
log_1298,user_945,B,0,2023-10-26
log_1299,user_946,Control,0,2023-10-26
log_1300,user_947,Control,0,2023-10-26
log_1301,user_948,B,0,2023-10-26
log_1302,user_949,B,0,2023-10-26
log_1303,user_949,B,1,2023-11-06
log_1304,user_950,B,1,2023-10-26
log_1305,user_951,Control,0,2023-10-26
log_1306,user_952,Control,0,2023-10-26
log_1307,user_953,Control,0,2023-10-26
log_1308,user_954,Control,0,2023-10-26
log_1309,user_955,A,0,2023-10-26
log_1310,user_956,Control,0,2023-10-26
log_1311,user_957,B,0,2023-10-26
log_1312,user_958,B,0,2023-10-26
log_1313,user_959,B,0,2023-10-26
log_1314,user_959,B,1,2023-11-03
log_1315,user_960,B,0,2023-10-26
log_1316,user_961,A,0,2023-10-26
log_1317,user_962,B,0,2023-10-26
log_1318,user_962,B,1,2023-10-31
log_1319,user_962,B,1,2023-11-19
log_1320,user_963,Control,0,2023-10-26
log_1321,user_964,A,0,2023-10-26
log_1322,user_964,A,1,2023-10-29
log_1323,user_965,Control,0,2023-10-26
log_1324,user_966,Control,1,2023-10-26
log_1325,user_967,B,0,2023-10-26
log_1326,user_968,A,0,2023-10-26
log_1327,user_969,B,1,2023-10-26
log_1328,user_970,A,0,2023-10-26
log_1329,user_971,Control,0,2023-10-26
log_1330,user_972,A,0,2023-10-26
log_1331,user_972,A,1,2023-11-23
log_1332,user_973,A,0,2023-10-26
log_1333,user_974,A,1,2023-10-26
log_1334,user_974,A,1,2023-11-04
log_1335,user_975,B,0,2023-10-26
log_1336,user_975,B,1,2023-11-08
log_1337,user_976,Control,0,2023-10-26
log_1338,user_977,A,0,2023-10-26
log_1339,user_977,A,1,2023-11-04
log_1340,user_978,B,0,2023-10-26
log_1341,user_979,B,0,2023-10-26
log_1342,user_980,Control,0,2023-10-26
log_1343,user_980,Control,1,2023-11-19
log_1344,user_981,B,1,2023-10-26
log_1345,user_981,B,1,2023-10-27
log_1346,user_981,B,1,2023-11-08
log_1347,user_982,A,0,2023-10-26
log_1348,user_983,Control,0,2023-10-26
log_1349,user_983,Control,1,2023-10-29
log_1350,user_984,A,0,2023-10-26
log_1351,user_984,A,1,2023-11-09
log_1352,user_985,B,0,2023-10-26
log_1353,user_986,B,0,2023-10-26
log_1354,user_987,A,0,2023-10-26
log_1355,user_988,B,0,2023-10-26
log_1356,user_989,Control,0,2023-10-26
log_1357,user_990,Control,0,2023-10-26
log_1358,user_991,A,0,2023-10-26
log_1359,user_992,Control,0,2023-10-26
log_1360,user_993,B,0,2023-10-26
log_1361,user_994,B,0,2023-10-26
log_1362,user_994,B,1,2023-11-22
log_1363,user_995,A,0,2023-10-26
log_1364,user_996,A,0,2023-10-26
log_1365,user_997,B,0,2023-10-26
log_1366,user_998,Control,0,2023-10-26
log_1367,user_999,B,0,2023-10-26
log_1368,user_999,B,1,2023-11-19
log_1369,user_1000,B,0,2023-10-26
log_1370,user_1000,B,1,2023-10-27
log_1371,user_1000,B,1,2023-11-05
